Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      9.34     0.00        1     0.00     0.00  std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>::seed(unsigned long)
  0.00      9.34     0.00        1     0.00     0.00  std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>::mersenne_twister_engine(unsigned long)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2018 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.11% of 9.34 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     99.7    0.02    9.30                 main [1]
                0.00    9.30     100/100         solve() [2]
                0.00    0.00     200/200         void std::reverse<int*>(int*, int*) [123]
                0.00    0.00      50/50          std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>::operator()() [135]
                0.00    0.00       1/1           std::random_device::random_device(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [136]
                0.00    0.00       1/1           std::random_device::operator()() [138]
                0.00    0.00       1/1           std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>::seed(unsigned long) [140]
                0.00    0.00       1/1           std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>::mersenne_twister_engine(unsigned long) [141]
                0.00    0.00       1/1           std::random_device::~random_device() [137]
-----------------------------------------------
                              245100             solve() [2]
                0.00    9.30     100/100         main [1]
[2]     99.6    0.00    9.30     100+245100  solve() [2]
                0.51    7.41  240200/240200      dfs(int) [3]
                1.16    0.00     100/100         HashSet::clear() [5]
                0.00    0.15     100/100         std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::~_Hashtable() [9]
                0.00    0.04  240200/240200      std::__detail::_Insert_base<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::insert(unsigned long long const&) [11]
                0.00    0.02  245100/245100      std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::count(unsigned long long const&) const [16]
                0.01    0.00  245100/245100      H(int, unsigned char const*) [24]
                0.01    0.00  245100/245100      std::unordered_set<unsigned long long, std::hash<unsigned long long>, std::equal_to<unsigned long long>, std::allocator<unsigned long long> >::count(unsigned long long const&) const [26]
                0.00    0.00  481508/236786166     _ZSt4swapIhENSt9enable_ifIXsr6__and_ISt6__not_ISt15__is_tuple_likeIT_EESt21is_move_constructibleIS3_ESt18is_move_assignableIS3_EEE5valueEvE4typeERS3_SC_ [6]
                0.00    0.00  240200/240200      std::unordered_set<unsigned long long, std::hash<unsigned long long>, std::equal_to<unsigned long long>, std::allocator<unsigned long long> >::insert(unsigned long long const&) [83]
                0.00    0.00   10100/10100       reset(int) [96]
                0.00    0.00     100/100         std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_Hashtable() [129]
                0.00    0.00     100/100         std::unordered_set<unsigned long long, std::hash<unsigned long long>, std::equal_to<unsigned long long>, std::allocator<unsigned long long> >::unordered_set() [130]
                0.00    0.00     100/100         __gnu_cxx::new_allocator<std::__detail::_Hash_node<unsigned long long, false> >::~new_allocator() [126]
                0.00    0.00     100/100         std::unordered_set<unsigned long long, std::hash<unsigned long long>, std::equal_to<unsigned long long>, std::allocator<unsigned long long> >::~unordered_set() [131]
                0.00    0.00     100/100         HashSet::size() const [127]
                              245100             solve() [2]
-----------------------------------------------
                             236541166             dfs(int) [3]
                0.51    7.41  240200/240200      solve() [2]
[3]     84.7    0.51    7.41  240200+236541166 dfs(int) [3]
                6.51    0.00 102769856/102769856     HashSet::insert(unsigned long long) [4]
                0.37    0.52 236304658/236786166     _ZSt4swapIhENSt9enable_ifIXsr6__and_ISt6__not_ISt15__is_tuple_likeIT_EESt21is_move_constructibleIS3_ESt18is_move_assignableIS3_EEE5valueEvE4typeERS3_SC_ [6]
                             236541166             dfs(int) [3]
-----------------------------------------------
                6.51    0.00 102769856/102769856     dfs(int) [3]
[4]     69.7    6.51    0.00 102769856         HashSet::insert(unsigned long long) [4]
-----------------------------------------------
                1.16    0.00     100/100         solve() [2]
[5]     12.4    1.16    0.00     100         HashSet::clear() [5]
-----------------------------------------------
                0.00    0.00  481508/236786166     solve() [2]
                0.37    0.52 236304658/236786166     dfs(int) [3]
[6]      9.6    0.38    0.52 236786166         _ZSt4swapIhENSt9enable_ifIXsr6__and_ISt6__not_ISt15__is_tuple_likeIT_EESt21is_move_constructibleIS3_ESt18is_move_assignableIS3_EEE5valueEvE4typeERS3_SC_ [6]
                0.52    0.00 710358498/710358498     std::remove_reference<unsigned char&>::type&& std::move<unsigned char&>(unsigned char&) [7]
-----------------------------------------------
                0.52    0.00 710358498/710358498     _ZSt4swapIhENSt9enable_ifIXsr6__and_ISt6__not_ISt15__is_tuple_likeIT_EESt21is_move_constructibleIS3_ESt18is_move_assignableIS3_EEE5valueEvE4typeERS3_SC_ [6]
[7]      5.6    0.52    0.00 710358498         std::remove_reference<unsigned char&>::type&& std::move<unsigned char&>(unsigned char&) [7]
-----------------------------------------------
                0.00    0.15     100/100         std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::~_Hashtable() [9]
[8]      1.6    0.00    0.15     100         std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::clear() [8]
                0.14    0.01     100/100         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::_M_deallocate_nodes(std::__detail::_Hash_node<unsigned long long, false>*) [10]
                0.00    0.00     100/1100        std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_begin() const [103]
-----------------------------------------------
                0.00    0.15     100/100         solve() [2]
[9]      1.6    0.00    0.15     100         std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::~_Hashtable() [9]
                0.00    0.15     100/100         std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::clear() [8]
                0.00    0.00     100/1000        std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [114]
                0.00    0.00     100/1100        std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [104]
                0.00    0.00     100/1100        std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_deallocate_buckets() [105]
-----------------------------------------------
                0.14    0.01     100/100         std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::clear() [8]
[10]     1.6    0.14    0.01     100         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::_M_deallocate_nodes(std::__detail::_Hash_node<unsigned long long, false>*) [10]
                0.00    0.01  240200/240200      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::_M_deallocate_node(std::__detail::_Hash_node<unsigned long long, false>*) [30]
                0.00    0.00  240200/1076600     std::__detail::_Hash_node<unsigned long long, false>::_M_next() const [52]
-----------------------------------------------
                0.00    0.04  240200/240200      solve() [2]
[11]     0.5    0.00    0.04  240200         std::__detail::_Insert_base<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::insert(unsigned long long const&) [11]
